15.706177	15.709621
15.706177	15.709192
15.770905	15.709189
15.727753	15.710485
15.727753	15.710485
15.662994	15.709621
15.706177	15.710052
15.662994	15.710052
15.727753	15.710484
15.68457	15.710484
15.68457	15.710052
15.706177	15.710052
15.727753	15.710916
15.706177	15.710916
15.68457	15.710484
15.727753	15.710484
15.68457	15.7096184
15.727753	15.710052
15.68457	15.709189
15.706177	15.707893
15.68457	15.707461
15.706177	15.707028
15.727753	15.706599
15.727753	15.707031
15.749329	15.708326
15.727753	15.709621
15.770905	15.710916
15.727753	15.710916
15.706177	15.710484
15.706177	15.710052
15.706177	15.710484
15.79248	15.712642
15.706177	15.712642
15.706177	15.713074
15.770905	15.714368
15.79248	15.716526
15.727753	15.716526
15.706177	15.716094
15.68457	15.715229
15.706177	15.716955
15.749329	15.717389
15.749329	15.716094
15.68457	15.716094
15.706177	15.715662
15.727753	15.716094
15.706177	15.716958
15.68457	15.716958
15.706177	15.71739
15.706177	15.716958
15.706177	15.715664
15.770905	15.716958
15.727753	15.71739
15.706177	15.716096
15.727753	15.716096
15.706177	15.715664
15.662994	15.715664
15.706177	15.715664
15.727753	15.716958
15.727753	15.716961
15.641418	15.716098
15.706177	15.71653
15.68457	15.716098
15.706177	15.715665
15.706177	15.715665
15.727753	15.716528
15.68457	15.715664
15.706177	15.716096
15.706177	15.715667
15.706177	15.716096
15.706177	15.716096
15.749329	15.717391
15.706177	15.717391
15.68457	15.71653
15.662994	15.715235
15.727753	15.714802
15.662994	15.713506
15.706177	15.712212
15.68457	15.71135
15.662994	15.710485
15.68457	15.710053
15.770905	15.711348
15.68457	15.709187
15.68457	15.708755
15.68457	15.708323
15.662994	15.706164
15.68457	15.704006
15.662994	15.70271
15.68457	15.702278
15.68457	15.702278
15.68457	15.701846
15.662994	15.70012
15.662994	15.698391
15.662994	15.697959
15.662994	15.697095
15.68457	15.696233
15.706177	15.696233
15.662994	15.695801
15.662994	15.694937
15.662994	15.694073
15.662994	15.693208
15.706177	15.691914
15.662994	15.690618
15.68457	15.690186
15.68457	15.689323
15.641418	15.688028
15.68457	15.68846
15.68457	15.688028
15.706177	15.687596
15.662994	15.686304
15.662994	15.686733
15.68457	15.686304
15.706177	15.686736
15.706177	15.686736
15.662994	15.685871
15.68457	15.685007
15.706177	15.685442
15.749329	15.686305
15.662994	15.685442
15.706177	15.685442
15.68457	15.68501
15.662994	15.683281
15.662994	15.682417
15.68457	15.682417
15.662994	15.682417
15.662994	15.681121
15.662994	15.681121
15.68457	15.680689
15.662994	15.680256
15.641418	15.679826
15.662994	15.679395
15.662994	15.677237
15.662994	15.676805
15.706177	15.677237
15.749329	15.678532
15.68457	15.678964
15.641418	15.678101
15.68457	15.678531
15.90033	15.682848
15.727753	15.683711
15.706177	15.684143
15.706177	15.685007
15.727753	15.686304
15.706177	15.687168
15.727753	15.688464
15.706177	15.688896
15.68457	15.688462
15.727753	15.689758
15.706177	15.690622
15.727753	15.691919
15.749329	15.693646
15.727753	15.694078
15.68457	15.69451
15.727753	15.695374
15.68457	15.695374
15.727753	15.697102
15.727753	15.697964
15.68457	15.697964
15.662994	15.6971
15.727753	15.698396
15.727753	15.699693
15.727753	15.700554
15.79248	15.70228
15.749329	15.703143
15.749329	15.70487
15.706177	15.705303
15.814056	15.707461
15.770905	15.707893
15.814056	15.710913
15.814056	15.713071
15.857178	15.716523
15.79248	15.719113
15.90033	15.723859
15.857178	15.727311
15.814056	15.730332
15.878754	15.734649
15.90033	15.739393
15.943481	15.744572
15.878754	15.748884
15.878754	15.753633
15.878754	15.757947
15.943481	15.763557
15.878754	15.767874
15.9219052	15.772187
15.90033	15.775208
15.90033	15.779522
15.90033	15.784701
15.943481	15.789879
15.9219052	15.79031
15.943481	15.794626
15.90033	15.79851
15.965027	15.803686
15.9219052	15.807569
15.965027	15.812745
15.986603	15.817923
15.986603	15.82353
15.943481	15.828709
15.90033	15.832159
15.986603	15.837769
15.9219052	15.84165
15.943481	15.845534

